"Country Name","Country Code","Year","average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)","average_value_Adjusted savings: carbon dioxide damage (% of GNI)","average_value_Adjusted savings: carbon dioxide damage (current US$)","average_value_Adjusted savings: consumption of fixed capital (% of GNI)","average_value_Adjusted savings: consumption of fixed capital (current US$)","average_value_Adjusted savings: education expenditure (% of GNI)","average_value_Adjusted savings: education expenditure (current US$)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: gross savings (% of GNI)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: net forest depletion (% of GNI)","average_value_Adjusted savings: net forest depletion (current US$)","average_value_Adjusted savings: net national savings (% of GNI)","average_value_Adjusted savings: net national savings (current US$)","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Aquaculture production (metric tons)","average_value_Bird species, threatened","average_value_Capture fisheries production (metric tons)","average_value_Coal rents (% of GDP)","average_value_Energy related methane emissions (% of total)","average_value_Fish species, threatened","average_value_Forest rents (% of GDP)","average_value_Mammal species, threatened","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_People practicing open defecation (% of population)","average_value_People using at least basic drinking water services (% of population)","average_value_People using at least basic sanitation services (% of population)","average_value_Plant species (higher), threatened","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total fisheries production (metric tons)","average_value_Total natural resources rents (% of GDP)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Oman","OMN","1984","3.16091223343923","272026990.34397","0.825212591988207","71017504.1931655","7.01458664714454","603672849.231109","3.2","275390869.728","26.3689153057973","2269299537.45234","34.21357842","0.0427687976747242","3680667.62151974","0.0011828410839849","101794.885896443","27.1989917699834","2340735624.76889","4.73941763663853","55.2832215420389","171.135829685","0","","105200","0","92.638187172941","","0.0014319577090127","","","","5597.97","5185.85792648509","0.0732544066464027","0.233809385180831","","309.56197","15.312396215853","47.40135538","39.8082465749912","","","","","","","","","105200","40.1167423245275",""
"Pakistan","PAK","1972","","","0.618095090995826","57361062.1523753","8.37693767167741","777404722.07521","1.2","111363567.816","0.0181659668766746","1685855.73684481","","0.0000005453279507","50.6080551823896","0.12257185437243","11375032.5139475","","","79.460750802776","72.3005269160584","9825.93081","2900","","228962","0.0319733408296208","9.72164879417662","","0.152419219293939","","","","56999.7","5541.31064773429","0.0000094065116456","0.0010602027969749","","13590.4","9.75877436131387","1326.2564708","0.0182449840322143","","","","","","","","","231862","0.203707153464395",""
"Pakistan","PAK","1979","7.06557919173748","1374591361.38386","0.839026831391498","163230642.966782","7.29324065079124","1418882348.21496","1.5","291821376.015","0.284868988487925","55420573.4696984","14.2652664","0.0000069611007766","1354.26533813745","0.282543774542815","54968208.7143708","6.97202574726049","1356390764.78504","77.4088087768442","76.2895849031878","14437.2394","4800","","286479","0.0727138047243785","11.9799111242091","","0.336518376826593","","","","70222.7","8412.61704901997","0.0001203771319209","0.146534360405774","","18924.26","7.7094365724208","1458.9538215","0.484974068705511","","","","","","","","","291279","1.04086098779418",""
"Philippines","PHL","2005","23.5416137324647","27756504255.1252","1.47465961296212","1738682670.06686","10.576351771973","12469941793.2271","1.8","2122272000","0.343499744477183","404999938.728378","34.41284177","0.0738972105045781","87127767.0733178","0.202797630936352","239106518.779197","23.8364679313449","28104149149.7729","75.4660452729694","81.7440912795436","10030","1895848","","2261540","0.047109394047837","8.65512649800266","","0.257029181447252","","","27.9808509255627","60080","5200","0.136607754202193","0.15924425640261","24.7012102162579","12270","8.06845965770171","990","0.330527627566494","9.551964023","87.91628549","63.08476508","","","","","","4157388","0.930518213666386",""
"Pre-demographic dividend","PRE","1995","9.14583206266119","","0.967237534047689","","9.9662949735357","","2.59351051437251","","4.60220365211144","","23.9125420263858","0.0316138214319156","","1.79287049697042","","13.9462470528501","","57.8642882969748","66.69279242562","212730","33956","","2940792.75","0.0054998086231493","23.4522518179262","","7.9354358376638","","","0.547712322801641","497820","116750","0.150293324975056","0.0269359212078618","-6.57768029259512","318970","12.7598206727905","40700","6.55040369536984","","","","","","","","","2974748.75","14.6685685878397",""
"Portugal","PRT","1966","","","","","","","","","","","","","","","","","","","","","3","","523273","","","","","","","","","","","","","","","","","","","","","","","","","523276","",""
"West Bank and Gaza","PSE","1985","","","","","","","","","","0","","","0","","","","","","","0","0","","","","","","","","","","","0","","","","","","0","","","","","","","","","","0","",""
"Pacific island small states","PSS","1984","15.7471438990256","","0.523672632660207","","9.35002171751527","","5.4183221332033","","0","","20.3713220470932","0.168805931095413","","0","","11.0213003295779","","92.8728089725854","98.5503323005725","3861.369131329","47","","106879.73828125","0","1.58617782242854","","1.09110415043522","","","","2952.085076","46.8253187747348","0.58574802527157","0","","3918.169569994","0.382617502233906","14.991602542","0","","","","","","","","","106926.73828125","1.67685217570679",""
"Romania","ROU","1982","","","","1532419483.06592","","","2.3179583","","","1046614140.19158","","","13672152.6316053","","0","","","39.0043768318921","53.0286128098212","14346.54704","43661","","191992","","52.7520148416356","","","","","","40763.2","21503.4093139256","","","","27054.351","1.48840247341361","402.67762945","","","","","","","","","","235653","",""
"Romania","ROU","1966","","","","","","","","","","","","","","","","","","","","","14300","","22633","","","","","","","","","","","","","","","","","","","","","","","","","36933","",""
"Sao Tome and Principe","STP","1994","","","","698224.742690688","","","3.07631249999998","","","0","","","0","","0","","","0","0","0","","","4106","","75","","","","","11.5737812041627","40","30","","","8.95362728876847","10","0","0","","","","","","","","","","4106","",""
"Slovak Republic","SVK","2019","6.88733358200542","7109518963.36091","1.23901780300352","1278988517.32841","17.2193568266987","17774853277.928","3.79418686843772","3916587336.81352","0.0030138071661577","3111032.58533794","21.64298876","0.000099355045177","102560.238934443","0.088383612047278","91234867.3719232","4.42366129082983","4566368604.072","","","","","","","0.004421683539191","","","0.233798843323475","","","","","","0.0001211942018661","0.0052964989102036","","","","","0.0025678875566353","0","99.78782099","97.53184793","","","","","","","0.246206107531371",""
"Eswatini","SWZ","1983","","","","2256911.97039767","","58086799.7709556","4.5063461","","","205268.969262519","","","0","","8156464.11377125","","","64.8107216243849","92.9913504674856","481.2922639","","","80","0.41868484652186","8.05223160828474","","6.41126333115408","","","","1038.06","83.5869954329605","0","0","","517.5667","2.71142071910732","14.033410739","0","","","","","","","","","80","6.82994817767594",""
"Eswatini","SWZ","1963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seychelles","SYC","1969","","","","","","","","","","","","","","","","","","","","0","","","2500","","","","","","","","","0","","","","","","0","","","","","","","","","","2500","",""
"Syrian Arab Republic","SYR","2000","-5.22552594935253","-963926378.424809","5.13721797194404","947636651.864379","4.5685852732806","842743850.031774","2.5960693","478883791.362455","21.3527929857029","3938841871.89111","23.23700098","0","0","0","0","18.6684157082944","3443668353.96823","8.86524822695035","85.0340136054422","3750","6797","","6572","0","78.339243498818","","0.0052420976965674","","","50.3686031253728","33840","26510","0","0.605983454280303","13.7172974439044","4410","8.84353741496599","390","25.1752387048543","1.784335682","91.47474931","90.43768443","","0.132718514","0.104387487","","","13369","25.7864642568312","0.028331027"
"Syrian Arab Republic","SYR","1985","13.7810802593734","2331322887.62484","1.62906290117259","275585916.009813","5.8102998241047","982918951.849551","4.9","828925014.176","5.78342284260217","978372216.691797","22.10386583","0","0","0","0","16.2935660031482","2756356006.15045","48.6826238220957","69.7206032150247","2444.344389","2810","","3080.11010742188","0","25.5667064095542","","0.0044081390313919","","","","4333.56","1107.94856228188","0","0.0153493397074642","","3505.914","5.85986347640016","205.441774","8.77686768152925","","","","","","","","","5890.10986328125","8.79662516026811",""
"Togo","TGO","2006","6.1605703040237","142413898.543237","1.29290200700612","29888014.6099227","0.63752385846902","14737638.5007083","3.28","75823757.2448","0","0","12.134016","1.94678738314435","45003882.3008464","5.37623243959515","124282360.790086","11.4964921337693","265764398.999292","40.1993355481728","79.5918367346939","1170","50","","24830","0","40.531561461794","","5.74836311484686","","","9.78488150032693","3010","1220","2.65238750133212","0","-37.8633223775438","1470","13.6054421768707","200","0","54.99210451","52.74809794","11.59224763","","","","","","24880","8.40075061617899",""
"Tajikistan","TJK","1989","","","","","","","8.4","","","24623140.8062415","","","0","","","","","69.8878586764879","79.7962001778303","1187.9438266","3267","","280","","15.3804456643149","","","","","","4150.65","638.388467965884","","","","1488.7223","0.345986702288264","5.150781192","","","","","","","","","","3547","",""
"Tonga","TON","2006","9.15687635476","27233400.1653782","1.05624911978919","3141382.91695884","7.78884291493498","23164741.7426829","2.93","8714091.94502","0","0","15.07196839","0","0","0","0","7.28312547454919","21660691.1373171","66.6666666666667","40","20","5","","2882","0","11.1111111111111","","0.0365612688064888","","","4.72358645229636","90","10","0","0","14.2326507988786","50","0","0","0","0.209011256","98.21976863","90.25514816","","","","","","2887","0.0365612688064888",""
"South Asia (IDA & IBRD)","TSA","1998","14.8655145499606","","3.32232545062188","","9.30335948084935","","3.35185377331582","","0.424238057339336","","24.9900383567376","0.142267435571483","","0.284187155710782","","15.6866788758883","","78.5941336089934","90.5994329688133","223690","2520432","","5307385.875","0.402207562618998","12.112676056338","","0.337697314786199","","","8.11103750352045","773900","93740","0.275309974795761","0.0776264121162489","27.5972456101326","246900","4.50384771162414","11120","0.404679169431354","","","","","","","","","7827817.875","1.49752043374856",""
"Turkey","TUR","1963","","","","","","","","","","","","","","","","","","","","","120","","130300","","","","","","","","","","","","","","","","","","","","","","","","","130420","",""
"Uruguay","URY","1989","7.47000176592724","602986621.800756","0.690860171157664","55766980.2225734","8.54226472720436","689540847.751774","2.6","209874812.056","0","0","14.22685868","0","0","0.123732005169829","9987781.28089614","5.68459394225473","458866571.248226","95.4608319831469","96.9028164307129","6202.242478","3","","128422","0","0.65333593135931","","0.391092683418779","","","","16857.9","110.138717972621","0","0","","6400.477","1.4396337865131","92.14342939","0","","","","","","","","","128425","0.391092683418779",""
"United States","USA","1992","6.61012988162523","425392925493.027","1.02218173301333","65782198773.5527","15.0566384260421","968965448916.408","5.4280995","349323714892.65","0.624498474310183","40189411964.6895","17.91467024","0.0292710516088464","1883729744.97183","0","0","2.85798164055759","183924551083.592","26.1412569763357","64.3982724407611","165510","413844","","5473939.5","0.137712991000502","48.0518297839125","","0.10187948944052","","","-2.26492857994216","768670","369360","0.0399068190613399","0.230352211700991","2.18778316471895","257010","22.6489241663748","58210","0.47947853754413","","","","","","","","","5887783.5","0.989330048747484",""
"Samoa","WSM","1976","","","","209278.322291989","","","3.6","","","","","","0","","0","","","61.7619720267131","83.5907157573393","18.92914684","0","","1100","","7.11838809581042","","","","","","73.0189","5.19776868529172","","","","22.645035","5.19165102637289","1.175651192","","","","","","","","","","1100","",""
"South Africa","ZAF","1988","0.0967180187640703","88984827.2161427","4.00940421327401","3688828056.20912","17.2865427849343","15904378962.0438","4.8","4416210920.112","1.53184238766294","1409362308.39324","20.28215275","2.05196143780366","1887894689.43275","0.105683906399505","97233837.8169979","2.99560996390419","2756092798.95625","34.8938920540183","57.9778528302324","12407.429801","1376","","1336314","2.79235184701707","46.8499631376176","","0.988795994140056","","","","49983.8","23417.3918747805","3.58035912256136","0","","21400.292","8.34174790680426","1785.15840996","0","","","","","","","","","1337690","7.36150696371849",""
"Zambia","ZMB","2007","","","0.396162636534657","49569589.3362713","17.3264501785491","2167960682.8114","1.06","132631802.8274","0.0004481462872808","56074.0094457199","","9.04318494480548","1131522568.42562","0","0","","","68.7033265444671","96.7623252391464","13150","5876","","110847","0.0043769495184127","14.867617107943","","6.78906548427922","","","-29.6167833704794","14730","2190","14.9940005750177","0","-33.7677374808572","13590","2.42825607064018","330","0","21.6644606","54.47222261","25.78689153","","","","","","116723","21.7874430088154",""
"Zimbabwe","ZWE","1966","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","","","","","","","2000","",""
"Aruba","ABW","2006","5.67719397199309","131637952.976543","2.86829393144622","66507564.0419001","10.2345816527994","237310788.567756","5.01615669019024","116310381.812516","0","0","13.7643041","0","0","0.0003912307458795","9071.52631795333","3.52972244399495","81844206.7322443","","","","","","145","0","","","0.0009409494658401","","","36.2335933793685","","","0","0","-51.2375393941301","","","","0","1.261515884","96.17891487","97.93184555","","","","","","145","0.0009409494658401",""
"Afghanistan","AFG","1999","","","","14588825.1865263","","","2.35579350649004","","","1219822.24614902","","","0","","14646992.5079573","","","75.737152485257","91.566265060241","3800","300","","1200","","9.94102780117944","","","","","35.1136271268214","11870","1180","","","31.0152676491655","4150","3.6144578313253","150","","","","","","","","","","1500","",""
"Africa Western and Central","AFW","1960","","","","","","","","","","","","","","","","","","","","","2005","","488505","","","","","","","","","","","","","","","","","","","","","","","","","490510","",""
"Argentina","ARG","1996","8.71598064144368","23240988060.7967","0.806040222697124","2149290133.01743","10.1326461014836","27018498176.684","3.5","9332680000","1.3177200069666","3513674044.17631","17.5","0.003836363042471","10229585.3254882","0","0","7.34357723414988","19581501823.316","75.1445086705202","94.9216639654241","35140","1322","","1290065","0.0000094807759712","13.4439679283983","","0.0847911955592397","","","-0.669063409186643","107260","14420","0.0055174522491616","0.120941164714202","3.43809102249406","37020","2.29605618584549","850","1.41926827078385","","","","","","","","","1291387","1.63052756408242",""
