"Country Name","Country Code","Year","average_value_Contributing family workers, female (% of female employment) (modeled ILO estimate)","average_value_Contributing family workers, male (% of male employment) (modeled ILO estimate)","average_value_Contributing family workers, total (% of total employment) (modeled ILO estimate)","average_value_Employment in industry (% of total employment) (modeled ILO estimate)","average_value_Employment in industry, female (% of female employment) (modeled ILO estimate)","average_value_Employment in industry, male (% of male employment) (modeled ILO estimate)","average_value_Employment in services (% of total employment) (modeled ILO estimate)","average_value_Employment in services, female (% of female employment) (modeled ILO estimate)","average_value_Employment in services, male (% of male employment) (modeled ILO estimate)","average_value_Employment to population ratio, 15+, female (%) (national estimate)","average_value_Employment to population ratio, 15+, male (%) (national estimate)","average_value_Employment to population ratio, 15+, total (%) (national estimate)","average_value_GDP per person employed (constant 2017 PPP $)","average_value_Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, female (%) (national estimate)","average_value_Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, male (%) (national estimate)","average_value_Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, total (%) (national estimate)","average_value_Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, female (% of female population ages 15+) (national estimate)","average_value_Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","average_value_Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, male (% of male population ages 15+) (national estimate)","average_value_Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","average_value_Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, total (% of total population ages 15+) (national estimate)","average_value_Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","average_value_Labor force, female (% of total labor force)","average_value_Labor force, total","average_value_Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","average_value_Ratio of female to male labor force participation rate (%) (national estimate)","average_value_Share of youth not in education, employment or training, female (% of female youth population)","average_value_Share of youth not in education, employment or training, male (% of male youth population)","average_value_Share of youth not in education, employment or training, total (% of youth population)","average_value_Unemployment, female (% of female labor force) (modeled ILO estimate)","average_value_Unemployment, female (% of female labor force) (national estimate)","average_value_Unemployment, male (% of male labor force) (modeled ILO estimate)","average_value_Unemployment, male (% of male labor force) (national estimate)","average_value_Unemployment, total (% of total labor force) (modeled ILO estimate)","average_value_Unemployment, total (% of total labor force) (national estimate)","average_value_Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","average_value_Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","average_value_Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","average_value_Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","average_value_Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","average_value_Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
"United Kingdom","GBR","1989","","","","","","","","","","48.38","68.83","58.23","","","67.7","","77.44","","72.65","","52.1","","","74.5","","","62.89","","","","","69.9328859060403","","","","","7.14","","7.62","","7.41","","9.3","","11.23","","10.34","","",""
"Ghana","GHA","2013","15.4399995803833","6.19000005722046","10.5100002288818","14.0699996948242","11.0699996948242","16.7000007629395","40.5499992370605","47.439998626709","34.5200004577637","71.97","77.4","74.48","11720.2883880524","40.02","52.2","44.95","55.77","42.54","53.91","64.94","73.71","66.35","72.86","78.96","73.87","68.92","76.13","70.16","46.7744617777376","11250603","89.1298380455668","93.3510638297872","13.2600002288818","8.71000003814697","11.0799999237061","6.38","2.36","6.16","1.97","6.26","2.17","13.3","5.05","12.98","4.2","13.13","4.63","15.3599996566772","30.2099990844727","23.2800006866455"
"IDA total","IDA","2020","","","","","","","","","","","","","10677.5234973941","","","","","","","","","","","","","60.9045355761012","","","","640544502","","","","","","","","","","5.30601636303798","","","","","","","","","",""
"Iraq","IRQ","1993","9.6899995803833","3.9300000667572","4.51000022888184","18.2700004577637","19.2600002288818","18.1599998474121","50.4799995422363","57.8300018310547","49.6599998474121","","","","20762.6790561967","4.88","","67.53","","36.71","","8.29","","8.75","76.32","","78.15","42.06","","43.36","9.92598022352264","4400986","10.8621593291405","","","","","7.83","","9.13","","9","","18.88","","16.01","","16.2","","60.9900016784668","67.0800018310547","66.4700012207031"
"Iceland","ISL","1981","","","","","","","","","","","","","","","69.23","","74.82","","72.09","","59.17","","","82.93","","","71.06","","","","","71.3493307608827","","","","","","","","","","","","","","","","","",""
"Italy","ITA","2017","1.64999997615814","1","1.27999997138977","26","12.8100004196167","35.5400009155273","70.2099990844727","84.8399963378906","59.6399993896484","35.86","53.23","44.23","109096.051249949","22.22","22.12","30.05","29.97","26.28","26.18","40.68","40.94","55.97","59.23","59.36","75.07","49.61","49.81","65.49","42.5276385082958","25985393","68.6814114469019","68.9690026954178","19.7299995422363","20.2299995422363","19.9899997711182","12.39","12.39","10.34","10.34","11.21","11.21","37.32","37.29","33.02","32.99","34.77","34.74","82.9899978637695","72.3199996948242","76.8000030517578"
"Kenya","KEN","2000","52.0400009155273","27.3899993896484","39.5099983215332","11.5699996948242","6.55999994277954","16.4200000762939","39.7000007629395","35.7000007629395","43.5699996948242","","","","7595.29100223232","49.3","","48.56","","48.93","","68.65","","69.57","73.53","","74.1","71.04","","71.8","49.1596457514334","12432852","93.3632530939752","","","","","2.97","","2.89","","2.93","","6.48","","7","","6.74","","20.4400005340576","46.5299987792969","33.7099990844727"
"Kenya","KEN","2017","8.4399995803833","5.80999994277954","7.09000015258789","6.15999984741211","1.62000000476837","10.4700002670288","37.9799995422363","37.2299995422363","38.7000007629395","","","","9322.83559546597","42.37","","46.34","","44.36","","71.85","","72.2","77.8","","77.98","74.78","","75.06","48.8107795029635","22401775","92.3521850899743","","","","","2.85","","2.54","","2.69","","7.29","","7.21","","7.25","","40.5400009155273","56.4099998474121","48.6800003051758"
"Korea, Rep.","KOR","2008","12.5299997329712","1.28999996185303","5.94000005722046","25.3099994659424","14.8999996185303","32.6699981689453","67.5500030517578","77.25","60.689998626709","49.43","71.33","60.14","65582.7460523124","31.12","28.78","24.51","19","27.62","24.14","50.22","50.65","54.73","72.79","73.81","76.08","61.43","61.97","65.61","41.154692642377","24941044","68.9929935430691","68.6221379216908","","","","2.61","2.4","3.61","3.36","3.2","2.96","7.7","7.46","10.94","11.11","9.22","8.82","69.5899963378906","68.2399978637695","68.8000030517578"
"Sri Lanka","LKA","1997","18.6100006103516","5.61999988555908","9.47999954223633","24.3199996948242","24.9300003051758","24.0599994659424","36.9700012207031","30.0499992370605","39.8899993896484","30.64","69.59","49.86","14592.0226837208","33.55","32.82","56.33","54.31","45.08","43.8","35.49","35.31","38.46","76.63","75.7","80.96","55.96","55.24","59.65","31.8544966694041","7398676","46.3134542607334","46.6446499339498","","","","16.54","","7.82","","10.6","10.6","41.53","","26.29","","31.89","32.13","61.7099990844727","58.4300003051758","59.4000015258789"
"Luxembourg","LUX","2015","1.02999997138977","0.639999985694885","0.810000002384186","12.5200004577637","4.40000009536743","19.1200008392334","86.4300003051758","94.8600006103516","79.5899963378906","50.55","61.4","55.98","238406.74107391","34.05","34.13","36.44","36.21","35.28","35.18","53.56","54.56","65.33","65.17","65.4","75.76","59.36","59.98","70.66","45.1398983522022","282741","82.185054472917","83.4250764525994","5.67999982833862","6.63000011444092","6.17000007629395","7.35","7.34","6.11","6.1","6.67","6.67","15.6","15.66","18.69","18.88","17.24","17.35","91.3300018310547","89.370002746582","90.2399978637695"
"Middle East & North Africa","MEA","2009","21.6080635125741","5.07547085049511","8.16046392303394","26.557850684203","13.8698098008701","29.4748944070859","53.1601566277819","57.8055951265549","52.0882954649197","15.9797827507957","65.1369672200599","41.3594356293186","49432.4780630101","14.3774558091547","14.9889075685183","47.508480039963","46.659435335382","31.3536635875872","31.4714891749256","19.9327521147156","19.3854745916033","21.2137736670593","73.2065706146214","70.3540243365858","76.4166509045494","47.4922521275994","45.6570590645518","49.9521270997077","20.2594806251627","124278569","29.1715153408701","29.7921643421317","","","","16.4068399510179","17.5850003204719","7.56245287943497","7.78946807559999","9.35466931658996","9.7805376281108","35.6528957830302","39.2345703815318","18.9545845764371","19.0555271619642","22.8068918844114","23.3692666797658","61.5241247591744","67.0535957910146","66.0200028114363"
"North Macedonia","MKD","2007","14.8999996185303","7.01000022888184","10.1099996566772","31.3299999237061","28.6800003051758","33.0499992370605","50.4199981689453","54.0400009155273","48.0800018310547","27.71","43.3","35.47","43280.7533205739","27.49","27.47","44.03","43.79","35.96","35.86","42.87","42.99","50.35","66.19","66.14","74.83","54.45","54.52","62.73","39.6328434093773","907896","64.7680918567759","64.9984880556396","34.6100006103516","31.5900001525879","33.060001373291","35.54","35.54","34.54","34.54","34.93","34.93","58.16","58.23","57.32","57.41","57.63","57.72","76.9300003051758","69.2900009155273","72.2900009155273"
"Mali","MLI","1997","29.2299995422363","30.7999992370605","30.1100006103516","7.90000009536743","6.90000009536743","8.6899995803833","18.6100006103516","17.8999996185303","19.1800003051758","23.9","49.5","36.7","4335.69511479089","51.32","","64.62","","58.04","","59.78","","62.19","79.95","","82.02","69.56","","71.83","44.2779265690393","3740139","74.7717323327079","","","","","3.3","3.3","3.3","3.3","3.3","3.3","4.86","","4.73","","4.78","","5.76000022888184","16.1299991607666","11.539999961853"
"Mali","MLI","1999","28.6299991607666","29.6900005340576","29.2199993133545","7.94999980926514","6.8600001335144","8.80000019073486","19.2600002288818","18.7800006866455","19.6399993896484","","","","4727.07320050014","51.2","","64.38","","57.86","","59.89","","62.22","79.87","","81.88","69.6","","71.8","44.241180727754","3954578","74.9843495680481","","","","","4.93","","4.37","","4.62","","6.97","","5.97","","6.41","","5.96000003814697","16.9099998474121","12.0900001525879"
"Malta","MLT","1998","0.509999990463257","0.180000007152557","0.280000001192093","33.5499992370605","26.25","36.6399993896484","64.2799987792969","72.9400024414063","60.6199989318848","","","","59980.7313430555","60.09","52.93","62.33","60.75","61.24","56.97","29.23","25.88","35.11","71.17","70.41","81.33","49.79","47.73","58.32","29.9290864119566","152016","41.0706758465646","36.7561425933816","","","","6.23","2.5","6.17","6.1","6.19","5.1","9.93","","13.12","","11.61","","94.4599990844727","85.0500030517578","87.8499984741211"
"Malta","MLT","2019","0.129999995231628","0.0700000002980232","0.0900000035762787","18.9200000762939","8.77000045776367","25.8999996185303","80.0699996948242","90.7799987792969","72.6999969482422","49.21","68.72","59.27","91790.1219999867","53.64","55.02","54.58","56.7","54.12","55.9","48.37","51.27","64.49","67.39","71.1","83.8","57.86","61.5","74.39","41.9034659409269","249860","71.7762279269921","72.1097046413502","8.21000003814697","7.8600001335144","8.02999973297119","3.61","4.01","3.24","3.35","3.4","3.62","7.65","7.98","10.56","10.53","9.16","9.33","90.1800003051758","80.2600021362305","84.3000030517578"
"Mongolia","MNG","2017","4.90999984741211","1.45000004768372","3.03999996185303","19.2199993133545","11.9700002670288","25.3700008392334","52","61.9300003051758","43.5699996948242","50.9","61.01","55.77","28784.4405177119","24.13","21.71","34.54","31.76","29.37","26.93","53.36","53.95","56.42","66.78","65.58","69.55","59.91","59.56","62.89","45.5692143811516","1306766","79.9041629230308","82.2659347362001","22.0799999237061","17.7299995422363","19.8199996948242","5.64","5.66","6.96","6.98","6.36","6.36","21.08","22.59","14.72","14.98","17.32","17.93","53.5800018310547","46.7700004577637","49.9000015258789"
"Namibia","NAM","2018","5.44000005722046","3.71000003814697","4.57999992370605","16.2199993133545","7.63000011444092","24.8500003814697","61.189998626709","71.3099975585938","51.0299987792969","45.11","49.45","47.18","33833.9190791695","26.38","26.43","32.17","32.09","29.24","29.23","55.47","55.42","56.89","62.92","62.7","63.8","59.01","58.88","60.22","49.3087097524477","911484","88.1595677050222","88.3891547049442","34.2000007629395","29.2700004577637","31.7600002288818","18.59","18.59","21.13","21.13","19.88","19.88","38.47","38.54","37.4","37.47","37.89","37.96","57.0999984741211","67.8099975585938","62.4500007629395"
"Pakistan","PAK","2002","46.5099983215332","16.1499996185303","20.8299999237061","20.6700000762939","15.5200004577637","21.6100006103516","36.8199996948242","19.6800003051758","39.939998626709","14.72","80.94","48.79","11066.4185523822","14.75","14.79","70.95","70.18","43.65","43.42","16.09","16.24","16.51","83.37","82.73","86.12","50.8","50.45","52.32","15.3353112863564","44602003","19.2995082163848","19.6301220838873","","","","0.31","16.4","0.7","6.24","0.64","7.83","0.59","20.56","1.06","12","0.98","13.41","37.2999992370605","40.3199996948242","39.8499984741211"
"Pre-demographic dividend","PRE","2010","30.38728617063","15.118113561437","21.9139984331107","9.49578671302936","6.56687771367321","11.8372020365365","32.539369493658","32.510513253009","32.5558422479765","","","","9335.33110677633","42.4518873310251","","50.6297675311141","","46.5591107072962","","58.221398707835","","59.0817574847495","74.1579787785578","","74.7594080156693","66.0942160323014","","66.8659090289019","44.5745674253905","265816399","81.3807781619819","","","","","5.54329393455846","","5.14394158668458","","5.32051608219251","","11.5832834067404","","10.2383837945515","","10.508076293611","","12.1289953782051","25.9405527454771","19.7904379593177"
"West Bank and Gaza","PSE","2004","32.560001373291","6.42999982833862","11.1999998092651","24.4200000762939","8.35000038146973","28.0100002288818","59.2299995422363","57.5999984741211","59.5900001525879","10.81","47.33","29.35","28142.7968396706","6.59","6.28","40.18","39.21","23.72","22.99","12.82","12.69","13.32","63.64","62.99","65.65","38.5","38.22","39.87","16.4729083102019","671885","20.144563167819","20.1460549293539","37.189998626709","24.6800003051758","30.8400001525879","14.84","14.83","24.87","24.85","23.22","23.21","36.64","37.27","35.54","35.74","35.69","35.95","56.3300018310547","57.8800010681152","57.5999984741211"
"Singapore","SGP","1994","2.21000003814697","0.400000005960464","1.0900000333786","32.75","28.4099998474121","35.4199981689453","66.9499969482422","71.4499969482422","64.1800003051758","40.41","68.89","54.28","94830.6366332559","47.68","40.65","48.74","44.58","48.22","42.62","49.53","41.69","53.59","79.12","70.66","83.21","64.43","55.81","68.64","38.1750817348453","1746807","62.6011122345804","59.000849136711","","","","3.44","3.45","2.78","2.78","3.03","3.03","9.33","9.07","5.66","5.61","7.43","7.27","92.4300003051758","82.5899963378906","86.3399963378906"
"Somalia","SOM","1997","40.5699996948242","37.2599983215332","38.0099983215332","3.13000011444092","0.959999978542328","3.76999998092651","13.5699996948242","9.88000011444092","14.6599998474121","","","","","16.64","","52.69","","34.59","","23.08","","23.97","77.3","","79.62","50.24","","51.96","22.9268956466952","2145864","29.8576972833118","","","","","13.83","","13.43","","13.52","","22.89","","21.48","","21.82","","6.36999988555908","7.71999979019165","7.40999984741211"
"South Sudan","SSD","2016","71.9800033569336","21.7700004577637","46.0999984741211","16.4599990844727","8.10999965667725","24.3199996948242","21.7000007629395","16.7299995422363","26.3700008392334","","","","","63.94","","59.44","","61.68","","70.73","","72.9","74.37","","75.26","72.54","","74.08","49.1306266763021","4536026","95.1055533145085","","","","","13.7","","11.08","","12.37","","17.82","","20.11","","18.93","","4","12.4200000762939","8.34000015258789"
"Sao Tome and Principe","STP","2008","15.2799997329712","13.6999998092651","14.210000038147","17.6700000762939","3.69000005722046","24.3700008392334","56.6800003051758","82.3899993896484","44.3600006103516","","","","11708.230176033","23.54","","52.34","","38.09","","40.86","","42.97","75.3","","77.43","57.84","","60.1","35.8177164438239","55869","54.2629482071713","","","","","24.14","","10.31","","15.26","","37.12","","16.95","","23.12","","30.3500003814697","30.7199993133545","30.6000003814697"
"Syrian Arab Republic","SYR","1995","47.9599990844727","10.9700002670288","18.5","30.5100002288818","10.7600002288818","35.560001373291","41.1100006103516","29.4500007629395","44.0900001525879","23","80.7","52.8","","25.06","","70.12","","47.99","","23.22","20.15","24.4","82.07","76.47","84.31","52.76","49.19","54.54","21.9203564167642","4245816","28.2929206774705","26.3502026938669","","","","13.8","14.2","5.35","5.5","7.2","7.2","21.32","","10.49","","13.27","","42.7900009155273","50.0099983215332","48.5400009155273"
"Tajikistan","TJK","2020","","","","","","","","","","","","","16191.7966101195","","","","","","","","","","","","","38.93","","","","2329165","","","","","","","","","","7.5","","","","","","","","","",""
"Turkmenistan","TKM","2018","4.30999994277954","1.86000001430511","2.88000011444092","39.2599983215332","35.8699989318848","41.6800003051758","39.0499992370605","44.4300003051758","35.2000007629395","","","","38437.6600643027","29.19","","51.93","","40.68","","44.59","","47.57","72.24","","75.43","58.02","","61.25","39.5060571826659","2348369","61.7248062015504","","","","","2.07","","4.91","","3.79","","5.53","","9.44","","8.06","","63.2200012207031","69.870002746582","67.0999984741211"
"Timor-Leste","TLS","2008","34.1399993896484","29.8899993896484","31.8299999237061","8.36999988555908","6.55999994277954","9.88000011444092","37.5","39.4300003051758","35.8899993896484","","","","6729.57447031195","41.04","","46.6","","43.86","","63.05","","63.49","73.96","","74.09","68.55","","68.87","45.6550230642787","408207","85.2487831260141","","","","","3.79","","2.54","","3.11","","11.69","","6.01","","8.63","","18.5900001525879","28.9099998474121","24.2099990844727"
"Ukraine","UKR","2017","0.259999990463257","0.25","0.259999990463257","24.2999992370605","13.7600002288818","34.0699996948242","60.2900009155273","73.1900024414063","48.3300018310547","51.36","61.35","56.1","27030.122702857","29.43","29.99","37.71","38.55","33.68","34.39","47.12","55.67","60.44","63.44","69","72.99","54.52","62","66.48","47.2448654744237","20621915","74.2749054224464","80.6811594202899","19.6499996185303","13.460000038147","16.4699993133545","7.75","7.7","11.09","11.1","9.51","9.5","17.09","","20.42","","19","","86.4300003051758","82.3000030517578","84.2900009155273"
"Virgin Islands (U.S.)","VIR","1994","0.509999990463257","0.340000003576279","0.419999986886978","25.9899997711182","11.3500003814697","38.939998626709","70.6900024414063","87.5299987792969","55.7799987792969","","","","","41.42","","52.38","","46.79","","59.66","","64.71","72.42","","77.49","65.78","","70.83","47.15856742399","51013","82.3805578569456","","","","","6.92","","5.97","","6.42","","17.52","","13.47","","15.3","","94.379997253418","94.2399978637695","94.3099975585938"
