"Country Name","Country Code","Year","average_value_Access to electricity, rural (% of rural population)","average_value_Agricultural irrigated land (% of total agricultural land)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agricultural machinery, tractors","average_value_Agricultural machinery, tractors per 100 sq. km of arable land","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural methane emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Agricultural raw materials imports (% of merchandise imports)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Agriculture, forestry, and fishing, value added (current US$)","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Arable land (% of land area)","average_value_Arable land (hectares per person)","average_value_Arable land (hectares)","average_value_Average precipitation in depth (mm per year)","average_value_Cereal production (metric tons)","average_value_Cereal yield (kg per hectare)","average_value_Crop production index (2014-2016 = 100)","average_value_Employment in agriculture (% of total employment) (modeled ILO estimate)","average_value_Employment in agriculture, female (% of female employment) (modeled ILO estimate)","average_value_Employment in agriculture, male (% of male employment) (modeled ILO estimate)","average_value_Fertilizer consumption (% of fertilizer production)","average_value_Fertilizer consumption (kilograms per hectare of arable land)","average_value_Food production index (2014-2016 = 100)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area (sq. km)","average_value_Land under cereal production (hectares)","average_value_Livestock production index (2014-2016 = 100)","average_value_Permanent cropland (% of land area)","average_value_Rural land area (sq. km)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population","average_value_Rural population (% of total population)","average_value_Rural population growth (annual %)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Surface area (sq. km)"
"Turkmenistan","TKM","1997","","","75.5431660034473","355000","","","10.1649405446874","2650","71.0691823899371","1130","12.9583720051133","0.372111572892","20.2340234023402","495809439.788266","97.2166022","3.70267912242249","0.39952929020407","1740000","161","759300","1186.4","40.66","34.7400016784668","28.0499992370605","39.7799987792969","","","38.56","8.78215904496414","41270","469930","640000","38.2","0.127678590428362","","","","2384823","54.759","1.16232832798513","","488100"
"Turkmenistan","TKM","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469930","","","","","","","1057583","52.57","2.73092558092128","","488100"
"Timor-Leste","TLS","2014","64.7136919394434","","25.5548083389375","3800","","","","650","","230","","","21.0512817075855","304677600","","10.4236718224613","0.131989818901453","155000","","191297","2923.1","101.46","44.9099998474121","44.8899993896484","44.9300003051758","","","96.93","62.5084061869536","9295","14870","65443","93.29","5.04371217215871","","","","832215","70.867","1.31013159635019","","14870"
"South Asia (IDA & IBRD)","TSA","1992","","","56.7547443603155","2712782","1429365","67.5480004706832","80.6837224891074","577760","93.8939527589925","191600","2.52184534053111","3.64889193766253","26.6953394098877","103215518840.547","","44.4608211207379","0.179469062158152","","","261955633","2045.13436019027","0.104492007759968","62.2196713727387","76.8237375106888","57.5098644129653","128.165046050327","73.4670228499715","0.105611229587036","17.4114345835932","832237.496","4779833","128086360","0.0908439117172467","1.94167871555345","","","","881760738","74.4646491977466","1.89581702940669","","5144770"
"South Asia (IDA & IBRD)","TSA","1994","33.1737396977569","","56.8358925686845","2712726","1524766","72.1407419288143","80.306297944364","588340","93.0365820115522","202950","1.3467872695419","4.26000354501073","26.10971824195","113156837688.413","","44.4688670014729","0.171762526450483","","","271977998","2095.66353457332","0.110325701669108","61.39170261175","76.119724356279","56.5801823123844","129.208963644401","83.6375250012345","0.112357081413724","17.5708465485417","838640.692","4772910","129781051","0.0986722220010972","2.06974361553015","","","","914623784","74.0170207246493","1.82667415613219","","5137847"
"Tunisia","TUN","1992","","","60.2149845520082","93550","27474","94.4773039889959","47.7855477855478","2050","86.4485981308411","1850","0.60700753366231","3.69003729252061","16.1223715507303","2498530076.88829","87.52928576","18.7178166838311","0.337595652585283","2908000","207","2219391","1516.8","63.44","21.9899997711182","24.1399993896484","21.3500003814697","11.5862213496283","36.1220770288858","58.27","4.17579492790937","6487.515","155360","1463200","47.11","12.6995365602472","","","","3483271","40.438","0.209447813351062","","163610"
"Tunisia","TUN","1995","70.821527662192","","60.1699279093718","93480","33540","118.015482054891","44.2516268980477","2040","75.462962962963","1630","0.646183872100345","4.1877915154182","11.3665419486506","2049487152.3739","","18.2929969104016","0.311438402700156","2842000","","647471","1109.8","43.95","21.7099990844727","23.7600002288818","21.0900001525879","8.05730101344104","27.0935960591133","46.66","4.2218943099897","6559.135","155360","583404","54.92","13.1050463439753","","","","3515652","38.526","0.718229832481748","","163610"
"Venezuela, RB","VEN","1965","","","22.1234623887535","195140","15900","54.6204053589832","","","","","0.0193405306574986","3.13398996893344","","","","3.30026642480585","0.30034209697387","2911000","","725873","1271.5","43.83","","","","140","12.0233596702164","30.67","","","882050","570859","23.95","0.649623037242787","","","","3196320","32.978","0.365744116620932","","912050"
"Vietnam","VNM","1979","","","21.0451934007189","68500","24347","40.7822445561139","80.1337394426982","46320.6670149362","77.3237328424364","5364.7577","","","","","","18.3415773142032","0.112439106313642","5970000","","11734100","2002.6","21.38","","","","362.666666666667","27.3366834170854","20.73","","","325490","5859500","11","1.84337460444253","","","","42914362","80.825","2.04109452909061","","331610"
"Vanuatu","VUT","2012","29.8308289494966","","15.3404429860541","1870","","","","330","","140","","","26.148272178758","195547159.627581","","1.64068908941756","0.0801587142542234","20000","2000","800","571.4","92.59","63.7999992370605","65.0800018310547","62.8199996948242","","","94.73","36.2838392124692","4423","12190","1400","102.7","10.2543068088597","","","","187975","75.339","2.65004700122063","","12190"
"Yemen, Rep.","YEM","1965","","","44.2828190995701","233800","910","6.97318007662835","","","","","","","","","","2.47173134837207","0.227838355234041","1305000","","995900","773.6","32.91","","","","","","22.92","","","527970","1287314","16.33","0.14205352576851","","","","5096204","88.974","1.05346637933742","","527970"
"Zambia","ZMB","2011","5.23738463995672","","31.7948855916814","236360","","","","9850","","13300","1.93005450949508","0.551430551584237","9.64805782176724","2263387598.49404","","4.84268015442769","0.256717457978026","3600000","","3373681","2731.4","101","60.4300003051758","68.0500030517578","53.4900016784668","","46.1472222222222","98.34","62.5618047054709","465078.2","743390","1235134","91.77","0.0484268015442769","","","","8434814","60.149","2.1990841453481","","752610"
"East Asia & Pacific (IDA & IBRD countries)","TEA","1983","","","42.6626172736654","6759614.4","945570","56.0041682302861","54.9118961211405","822866.322154255","59.7645864911802","303227.771057474","","","30.52900536126","125870670439.705","","10.70707068157","0.12025484107636","","","456236528","3311.85286263097","0.0654876641668633","","","","134.616136974865","","0.0611178000720674","","","15844350","137758885","0.0352613411344209","1.51898941894114","","","","1087135192","77.0544805892158","0.872968124889084","","16186610"
"Tunisia","TUN","1963","","","55.3939237899073","86060","11594","37.4","","","","","4.97538198625679","2.89342829239762","","","","19.9536560247168","0.707750599647403","3100000","","1193300","749.6","31.02","","","","23.2218935249169","6.55838709677419","26.82","","","155360","1592000","16.6","7.40216271884655","","","","2679160","61.167","0.99777241425578","","163610"
"Uganda","UGA","1966","","","49.4719983984786","98850","824","2.18220338983051","","","","","","","48.0332829046899","444677871.148459","","18.8979530554026","0.456952884236747","3776000","","1071083","908.9","45.03","","","","114.558887440243","1.39618644067797","36.7","","","199810","1178424","19.55","5.55027275912116","","","","7787708","94.243","3.15143945318381","","241550"
"British Virgin Islands","VGB","1979","","","53.3333333333333","80","4","20","79.9507926360795","10.7126067053083","91.2587027438359","4.53556939","","","","","","13.3333333333333","0.178157847853198","2000","","","","89.27","","","","","","78.27","","","150","","76.18","6.66666666666667","","","","8757","78.008","0.825598084701908","","150"
"Angola","AGO","1982","","","46.0415496911847","574000","","","62.4623654109018","11974.2228363661","80.741867011398","13059.6166949","","","","","","2.3261410122724","0.323914821124742","2900000","1010","315000","450.6","13.59","","","","","1.72413793103448","18.21","","","1246700","699000","43.6","0.401058795219379","","","","6570406","73.388","1.96434412812023","","1246700"
"Albania","ALB","1979","","","40.7664233576642","11170","10100","173.241852487136","55.7804271175959","1217.12891970594","76.1662131404965","936.7707689","","","","","","21.2773722627737","0.222703366755391","583000","","963800","2634.8","50.01","","","","102.938090241343","168.267581475129","42.28","","","27400","365800","37.19","4.16058394160584","","","","1740858","66.5","1.69214460363597","","28750"
"Argentina","ARG","1972","","","47.1474664649632","1290280","174660","67.1769230769231","84.2363264098909","74545.7794196971","84.3539795860397","27617.77972","7.13727567330773","7.22628587431912","10.984869871837","3815374911.49548","","9.50052801011441","1.05463102273411","26000000","591","18834100","1609.5","24.17","","","","200.46511627907","3.31538461538462","36.29","","","2736690","11702050","63.59","0.342019008364119","","","","4993993","20.257","-0.4523600039913","","2780400"
"Austria","AUT","1961","","","43.0540082344393","35554","133773","792.02486678508","","","","","","","","","","20.4528941632356","0.238347267028953","1689000","","2274011","2520.8","98.95","","","","","148.90882178804","79.14","","","82580","902089","67.09","0.787115524340034","","","","2493385","35.186","0.281660516219219","","83879"
"Azerbaijan","AZE","2002","100","29.9900946279163","57.4317945241957","47449","27091","147.450062591847","15.4182879377432","3170","79.5539033457249","2140","1.25974066512678","1.15815186109014","13.9546391752577","870191318.658712","63.28598795","22.2384952431673","0.224830058921065","1837300","447","2133184","2623.2","70.07","40.189998626709","39.3400001525879","40.939998626709","","10.4337887116965","63.5","12.0588116391101","9962.749","82618","813191","56.73","2.73427098211044","","","","3939942","48.213","0.332205821423308","","86600"
"Azerbaijan","AZE","1980","","","","","","","45.2890270880901","4001.39876580048","84.1080081688572","2036.378096","","","","","","","","","","","","","","","","","","","","","83217","","","","","","","2904562","47.223","1.33328261232266","","86600"
"Burundi","BDI","1976","","","81.5809968847352","20950","15","0.160427807486631","43.7158537679485","701.036174193576","81.5093405533332","589.3509231","5.10995250283738","3.98671634000875","59.4754832504215","266695652.173913","","36.4096573208723","0.247953390066483","935000","","181600","1104.8","65.09","","","","","0.567914438502674","68.96","","","25680","164370","81.69","11.6822429906542","","","","3632177","96.322","1.71481168643569","","27830"
"Benin","BEN","1967","","","14.1184817311103","15920","72","0.672897196261682","","","","","9.27714046972278","0.66797177508566","42.0810132043619","128861320.426063","","9.48918056048244","0.391180810351156","1070000","1039","313677","577.5","15.24","","","","","2.33177570093458","16.19","","","112760","543196","25.49","0.709471443774388","","","","2350478","85.931","1.0424806485928","","114760"
"Bulgaria","BGR","1977","","","56.0968995751604","62060","65020","165.151130302261","46.9790056373695","5818.25589017694","44.300156830752","5420.338158","","","","","","35.5870921088312","0.447173803634023","3937000","608","7577645","3381.4","109.04","","","","75.4015039367517","188.370078740157","132.96","","","110630","2240961","251.41","3.3987164421947","","","","3572033","40.572","-1.67975018976185","","110990"
"Belize","BLZ","1994","55.8924997801879","","6.26918018412977","1430","","","1.51285930408472","100","90.9090909090909","100","3.35445184136079","0.348182793575671","14.5786483908546","84741241.910627","","2.63042525208242","0.297502466791287","60000","","34364","1898.1","65.98","23.1100006103516","4.3600001335144","30.6700000762939","","76.6666666666667","61.75","67.6781236299868","15437.38","22810","18104","44.81","1.49057430951337","","","","107622","53.363","2.42648176160817","","22970"
"Bermuda","BMU","2016","100","","5.55555555555556","3","","","","","","","0.0152812378980952","0.722676905571554","0.307018452846711","21184000","","5.55555555555556","0.0046472720513059","300","","","","99.97","","","","","177.2","99.88","18.5185185185185","10","54","","99.78","","","","","0","0","","","4290"
"Brunei Darussalam","BRN","2015","100","","2.73244781783681","144","","","","20","","110","0.0323974711798682","0.172246263021652","1.10248621892226","142555822.241618","","0.94876660341556","0.0120506900225107","5000","","1983","2146","99.14","0.740000009536743","0.46000000834465","0.949999988079071","","141.8","98.1","72.1062618595825","3800","5270","924","97.93","1.13851992409867","","","","96828","23.337","-0.163042953554395","","5770"
"Cote d'Ivoire","CIV","1964","","","50.251572327044","159800","460","2.73809523809524","","","","","25.220729053042","0.77969556591052","39.8013597797274","366595704.476891","","5.28301886792453","0.412633359786079","1680000","","478900","774.9","20.03","","","","","6.62678571428571","16.07","","","318000","618000","26.26","4.08805031446541","","","","3134701","76.993","1.98189862469838","","322460"
"Cote d'Ivoire","CIV","1965","","","50.5660377358491","160800","705","4.19642857142857","","","","","28.768539980571","0.650476759417987","39.6184607037554","364399253.410071","","5.28301886792453","0.397459758973778","1680000","","481500","785.5","18.72","","","","","7.01904761904762","16.12","","","318000","613000","26.57","4.40251572327044","","","","3191266","75.5","1.7883908534569","","322460"
"Cote d'Ivoire","CIV","1986","","","57.4842767295597","182800","4470","18.781512605042","19.5568798429753","1701.56784330589","21.6745344670838","1256.405572","","","28.4615445024844","2606594257.85122","","7.48427672955975","0.230905027403964","2380000","","1043119","851.5","42.19","","","","638.297872340426","12.6050420168067","39.79","","","318000","1225000","54.88","9.11949685534591","","","","6377416","61.873","3.49763615852766","","322460"
"Cote d'Ivoire","CIV","1994","13.5857437129987","","61.9496855345912","197000","5240","17.4666666666667","11.6761594792514","2870","61.8937644341801","2680","","","25.2636305085389","2100306436.34681","","9.43396226415094","0.218413129599507","3000000","","1290241","1131","50.18","52.6699981689453","52.2900009155273","52.8699989318848","","21.6666666666667","50.44","21.2210566037736","67482.96","318000","1140765","61.08","11.6352201257862","","","","8126572","59.165","2.80484782503913","","322460"
"Cameroon","CMR","1985","","","19.3776311057519","91600","600","1.01522842639594","45.8826154071336","5668.70536832054","65.6209834112932","4918.634592","","","20.5905290277908","1759421541.05724","","12.50237989465","0.586844786802566","5910000","","815330","1154.1","29.68","","","","","8.30795262267343","30.03","","","472710","706454","49.97","2.64432738888536","","","","6421952","63.768","1.78322753100046","","475440"
